stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening F:\final project\ConsoleApplication1\x64\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   0.03375] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03376] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03377] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03379] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03380] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03381] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03382] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03383] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03384] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03386] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03387] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03388] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03389] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03390] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03391] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03392] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03393] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03395] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03396] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03397] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03398] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03399] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03400] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03401] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03403] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03404] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03405] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03406] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03407] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03408] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03409] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03411] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03412] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03413] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03414] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03415] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03416] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03418] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03419] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03420] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03421] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03422] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03423] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03424] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03425] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03427] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03428] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03429] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03430] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03431] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03432] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03434] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03435] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03436] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03437] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03438] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03439] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03441] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03442] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03443] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03444] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03445] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03446] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03447] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03448] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03450] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03451] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03452] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03453] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03454] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03455] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03457] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03458] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.03459] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03460] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03461] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03462] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03463] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.03464] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.03466] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   0.03469] Trying format 0.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   0.03486] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   0.03489] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   0.05008] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   0.08475] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   0.08479] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   0.08482] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   0.08487] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   0.08520] Returning d3d_display: 00000242ACBA5670
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   0.08523] al_display=00000242ACBA5670
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   0.08524] al_display->vt=00000242ACB9D8B0
system   D            wsystem.c:834  maybe_parent_dir                 [   0.08542] Also searching F:\final project\ConsoleApplication1\x64\
system   D            wsystem.c:889  _al_win_safe_load_library        [   0.08550] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:795  load_library_at_path             [   0.08551] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:798  load_library_at_path             [   0.08572] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.08574] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.08582] added dtor for bitmap 00000242B00F1360, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08633] added dtor for bitmap 00000242B00F1F00, func 00007FFDBBC6118B
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08777] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08778] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08779] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08780] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08781] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08782] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08783] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08784] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.08785] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.08786] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.08787] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.08788] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.08789] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.08820] added dtor for bitmap 00000242B00F1170, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08834] added dtor for sub_bitmap 00000242B00F1930, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08835] added dtor for sub_bitmap 00000242B00F1740, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08837] added dtor for sub_bitmap 00000242B00F1B20, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08838] added dtor for sub_bitmap 00000242B00F1D10, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08840] added dtor for sub_bitmap 00000242B62C93F0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08841] added dtor for sub_bitmap 00000242B62C8E20, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08842] added dtor for sub_bitmap 00000242B62C95E0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08843] added dtor for sub_bitmap 00000242B62C8090, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08845] added dtor for sub_bitmap 00000242B62C8280, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08846] added dtor for sub_bitmap 00000242B62C8660, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08847] added dtor for sub_bitmap 00000242B62C97D0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08849] added dtor for sub_bitmap 00000242B62C9DA0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08850] added dtor for sub_bitmap 00000242B62C8470, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08851] added dtor for sub_bitmap 00000242B62C8850, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08853] added dtor for sub_bitmap 00000242B62C9BB0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08854] added dtor for sub_bitmap 00000242B62C9010, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08855] added dtor for sub_bitmap 00000242B62C8A40, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08856] added dtor for sub_bitmap 00000242B62C8C30, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08857] added dtor for sub_bitmap 00000242B62C9200, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08859] added dtor for sub_bitmap 00000242B62C99C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08860] added dtor for sub_bitmap 00000242B62CA290, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08862] added dtor for sub_bitmap 00000242B62CB400, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08863] added dtor for sub_bitmap 00000242B62CAE30, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08864] added dtor for sub_bitmap 00000242B62CB9D0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08865] added dtor for sub_bitmap 00000242B62CAC40, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08866] added dtor for sub_bitmap 00000242B62CA480, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08868] added dtor for sub_bitmap 00000242B62CB210, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08869] added dtor for sub_bitmap 00000242B62CA670, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08870] added dtor for sub_bitmap 00000242B62CB020, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08871] added dtor for sub_bitmap 00000242B62CA860, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08873] added dtor for sub_bitmap 00000242B62CB5F0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08874] added dtor for sub_bitmap 00000242B62CB7E0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08875] added dtor for sub_bitmap 00000242B62CBBC0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08877] added dtor for sub_bitmap 00000242B62CA0A0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08878] added dtor for sub_bitmap 00000242B62CAA50, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08880] added dtor for sub_bitmap 00000242B62CBDB0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08881] added dtor for sub_bitmap 00000242B62CE4D0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08882] added dtor for sub_bitmap 00000242B62CE6C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08884] added dtor for sub_bitmap 00000242B62CFA20, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08885] added dtor for sub_bitmap 00000242B62CE8B0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08886] added dtor for sub_bitmap 00000242B62D01E0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08887] added dtor for sub_bitmap 00000242B62CF070, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08889] added dtor for sub_bitmap 00000242B62CEAA0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08890] added dtor for sub_bitmap 00000242B62CEC90, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08891] added dtor for sub_bitmap 00000242B62CEE80, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08892] added dtor for sub_bitmap 00000242B62CFC10, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08894] added dtor for sub_bitmap 00000242B62CF260, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08895] added dtor for sub_bitmap 00000242B62CF450, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08896] added dtor for sub_bitmap 00000242B62CF640, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08897] added dtor for sub_bitmap 00000242B62CF830, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08899] added dtor for sub_bitmap 00000242B62CFE00, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08900] added dtor for sub_bitmap 00000242B62CFFF0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08902] added dtor for sub_bitmap 00000242B62D1270, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08903] added dtor for sub_bitmap 00000242B62D1650, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08904] added dtor for sub_bitmap 00000242B62D04E0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08905] added dtor for sub_bitmap 00000242B62D0CA0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08907] added dtor for sub_bitmap 00000242B62D1460, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08908] added dtor for sub_bitmap 00000242B62D06D0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08909] added dtor for sub_bitmap 00000242B62D2000, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08910] added dtor for sub_bitmap 00000242B62D1080, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08911] added dtor for sub_bitmap 00000242B62D1A30, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08913] added dtor for sub_bitmap 00000242B62D08C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08914] added dtor for sub_bitmap 00000242B62D1C20, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08915] added dtor for sub_bitmap 00000242B62D1840, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08917] added dtor for sub_bitmap 00000242B62D0E90, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08918] added dtor for sub_bitmap 00000242B62D0AB0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08919] added dtor for sub_bitmap 00000242B62D1E10, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08921] added dtor for sub_bitmap 00000242B62D21F0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08922] added dtor for sub_bitmap 00000242B62D3660, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08923] added dtor for sub_bitmap 00000242B62D3850, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08925] added dtor for sub_bitmap 00000242B62D4010, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08926] added dtor for sub_bitmap 00000242B62D4200, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08927] added dtor for sub_bitmap 00000242B62D2CB0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08929] added dtor for sub_bitmap 00000242B62D3E20, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08930] added dtor for sub_bitmap 00000242B62D24F0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08931] added dtor for sub_bitmap 00000242B62D3A40, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08933] added dtor for sub_bitmap 00000242B62D26E0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08934] added dtor for sub_bitmap 00000242B62D3C30, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08935] added dtor for sub_bitmap 00000242B62D2AC0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08936] added dtor for sub_bitmap 00000242B62D28D0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08938] added dtor for sub_bitmap 00000242B62D2EA0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08939] added dtor for sub_bitmap 00000242B62D3090, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08940] added dtor for sub_bitmap 00000242B62D3280, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08941] added dtor for sub_bitmap 00000242B62D3470, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08943] added dtor for sub_bitmap 00000242B62D9230, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08944] added dtor for sub_bitmap 00000242B62D7AF0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08945] added dtor for sub_bitmap 00000242B62D80C0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08947] added dtor for sub_bitmap 00000242B62D7520, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08948] added dtor for sub_bitmap 00000242B62D7CE0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08949] added dtor for sub_bitmap 00000242B62D82B0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08950] added dtor for sub_bitmap 00000242B62D7ED0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08952] added dtor for sub_bitmap 00000242B62D7710, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08953] added dtor for sub_bitmap 00000242B62D84A0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08954] added dtor for sub_bitmap 00000242B62D8690, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08956] added dtor for sub_bitmap 00000242B62D8880, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08957] added dtor for sub_bitmap 00000242B62D8A70, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08958] added dtor for sub_bitmap 00000242B62D7900, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08960] added dtor for sub_bitmap 00000242B62D8C60, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08961] added dtor for sub_bitmap 00000242B62D8E50, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08962] added dtor for sub_bitmap 00000242B62D9040, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08964] added dtor for sub_bitmap 00000242B62DB580, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08965] added dtor for sub_bitmap 00000242B62D9A60, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08966] added dtor for sub_bitmap 00000242B62DA410, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08968] added dtor for sub_bitmap 00000242B62DA030, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08969] added dtor for sub_bitmap 00000242B62DABD0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08970] added dtor for sub_bitmap 00000242B62D9E40, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08972] added dtor for sub_bitmap 00000242B62DB390, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08973] added dtor for sub_bitmap 00000242B62DA7F0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08974] added dtor for sub_bitmap 00000242B62DA9E0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08975] added dtor for sub_bitmap 00000242B62D9870, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08977] added dtor for sub_bitmap 00000242B62DADC0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08978] added dtor for sub_bitmap 00000242B62DB1A0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08979] added dtor for sub_bitmap 00000242B62DA220, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08980] added dtor for sub_bitmap 00000242B62D9C50, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08982] added dtor for sub_bitmap 00000242B62DA600, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08983] added dtor for sub_bitmap 00000242B62DAFB0, func 00007FFDBBC6118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.08985] added dtor for sub_bitmap 00000242B62DCA80, func 00007FFDBBC6118B
